incident_id,created_at,resolved_at,status,severity,category,service,assigned_team,region,business_unit,root_cause,alerts_count,backlog_at_creation,repeat_incident,affected_users,assignment_delay_hours,num_comments,sla_hours,current_age_hours,resolution_hours,breached_sla,created_hour,is_weekend,month,summary
INC000001,2025-02-09 02:12:21,2025-02-11 12:17:56.468097246,Closed,P4,Cloud,Kubernetes,Platform Engineering,North America,Support,Node pressure,3,19,0,12,6.17,3,72,58.09,58.09,0,2,1,2025-02,Cloud issue affecting Kubernetes in North America; priority P4; root cause: Node pressure; team Platform Engineering
INC003139,2025-03-01 10:04:55,2025-03-02 01:30:20.849996500,Closed,P3,Security,SIEM,SOC,APAC,Operations,Expired certificate,3,15,0,38,2.34,9,24,15.42,15.42,0,10,1,2025-03,Security issue affecting SIEM in APAC; priority P3; root cause: Expired certificate; team SOC
INC003140,2025-09-17 13:47:28,2025-09-18 09:32:02.698215177,Closed,P3,Security,Vulnerability Mgmt,IAM Operations,APAC,Engineering,Endpoint isolation event,1,12,0,12,1.97,9,24,19.74,19.74,0,13,0,2025-09,Security issue affecting Vulnerability Mgmt in APAC; priority P3; root cause: Endpoint isolation event; team IAM Operations
INC003141,2025-03-09 17:44:10,2025-03-10 08:34:24.930432657,Closed,P3,Network,LAN,Infra Operations,North America,Operations,Capacity saturation,1,21,0,15,1.37,11,24,14.84,14.84,0,17,1,2025-03,Network issue affecting LAN in North America; priority P3; root cause: Capacity saturation; team Infra Operations
INC003142,2025-05-04 02:42:32,,Open,P3,Application,CRM,ERP Support,North America,HR,Release defect,2,39,0,21,0.18,1,24,7557.29,,1,2,1,2025-05,Application issue affecting CRM in North America; priority P3; root cause: Release defect; team ERP Support
INC003143,2025-12-14 13:21:16,2025-12-16 21:59:19.932564720,Closed,P4,Network,VPN,NOC,APAC,Engineering,Capacity saturation,2,24,0,6,7.89,3,72,56.63,56.63,0,13,1,2025-12,Network issue affecting VPN in APAC; priority P4; root cause: Capacity saturation; team NOC
INC003144,2025-02-04 07:06:48,2025-02-04 13:46:08.191079792,Closed,P2,Security,Vulnerability Mgmt,SecOps,APAC,Finance,Endpoint isolation event,4,36,0,29,0.18,7,8,6.66,6.66,0,7,0,2025-02,Security issue affecting Vulnerability Mgmt in APAC; priority P2; root cause: Endpoint isolation event; team SecOps
INC003145,2026-01-22 13:12:40,,Open,P3,Security,IAM,SecOps,APAC,Operations,Expired certificate,1,20,0,24,1.86,7,24,1234.79,,1,13,0,2026-01,Security issue affecting IAM in APAC; priority P3; root cause: Expired certificate; team SecOps
INC003146,2025-04-23 23:12:08,,Open,P4,Cloud,VMware,SRE,North America,Finance,Node pressure,0,35,0,7,2.12,4,72,7800.8,,1,23,0,2025-04,Cloud issue affecting VMware in North America; priority P4; root cause: Node pressure; team SRE
INC003147,2025-07-11 11:34:51,2025-07-13 07:22:24.104532036,Closed,P4,Network,VPN,NOC,North America,Operations,Firewall rule error,3,26,0,8,3.66,2,72,43.79,43.79,0,11,0,2025-07,Network issue affecting VPN in North America; priority P4; root cause: Firewall rule error; team NOC
INC003148,2025-07-24 06:46:29,2025-07-25 09:58:34.047534969,Closed,P3,Application,ERP,ERP Support,North America,Engineering,Release defect,0,26,0,22,2.76,5,24,27.2,27.2,1,6,0,2025-07,Application issue affecting ERP in North America; priority P3; root cause: Release defect; team ERP Support
INC003149,2025-07-19 07:14:01,2025-07-21 08:27:29.565580316,Closed,P4,Database,Oracle,DBA,North America,Support,Lock contention,1,55,0,8,8.3,3,72,49.22,49.22,0,7,1,2025-07,Database issue affecting Oracle in North America; priority P4; root cause: Lock contention; team DBA
INC003150,2025-04-26 20:21:04,2025-04-27 08:03:21.146014458,Closed,P2,Application,Billing,ERP Support,LATAM,HR,Cache inconsistency,6,39,0,32,0.44,14,8,11.7,11.7,1,20,1,2025-04,Application issue affecting Billing in LATAM; priority P2; root cause: Cache inconsistency; team ERP Support
INC003151,2026-01-16 17:47:48,2026-01-17 02:36:05.991313180,Closed,P2,Network,LAN,NOC,APAC,Operations,Capacity saturation,3,20,1,23,0.44,10,8,8.8,8.8,1,17,0,2026-01,Network issue affecting LAN in APAC; priority P2; root cause: Capacity saturation; team NOC
INC003152,2025-02-19 20:04:54,,Open,P4,Cloud,AWS,CloudOps,Europe,Sales,Node pressure,3,45,0,6,2.88,2,72,9315.92,,1,20,0,2025-02,Cloud issue affecting AWS in Europe; priority P4; root cause: Node pressure; team CloudOps
INC003153,2025-05-14 02:32:40,,Open,P3,Access,Privileged Access,IAM Operations,Europe,Support,Mailbox sync error,2,19,0,64,0.84,5,24,7317.46,,1,2,0,2025-05,Access issue affecting Privileged Access in Europe; priority P3; root cause: Mailbox sync error; team IAM Operations
INC003154,2025-09-19 19:22:37,2025-09-20 12:01:13.890795161,Closed,P3,Cloud,VMware,Platform Engineering,North America,HR,Autoscaling lag,2,7,0,15,0.0,5,24,16.64,16.64,0,19,0,2025-09,Cloud issue affecting VMware in North America; priority P3; root cause: Autoscaling lag; team Platform Engineering
INC003155,2025-04-10 14:24:51,2025-04-10 23:02:36.046683883,Closed,P2,Database,MySQL,SRE,Europe,HR,Connection pool exhaustion,4,22,0,52,0.91,10,8,8.63,8.63,1,14,0,2025-04,Database issue affecting MySQL in Europe; priority P2; root cause: Connection pool exhaustion; team SRE
INC003156,2025-05-02 17:19:03,2025-05-03 08:12:44.298971967,Closed,P3,Network,Firewall,NetOps,LATAM,Operations,Link instability,3,26,1,14,1.72,6,24,14.89,14.89,0,17,0,2025-05,Network issue affecting Firewall in LATAM; priority P3; root cause: Link instability; team NetOps
INC003157,2025-02-17 08:44:01,2025-02-19 15:50:02.294669947,Closed,P4,Cloud,VMware,CloudOps,North America,Finance,Storage latency,2,37,0,8,5.84,1,72,55.1,55.1,0,8,0,2025-02,Cloud issue affecting VMware in North America; priority P4; root cause: Storage latency; team CloudOps
INC003158,2025-10-15 18:30:29,2025-10-16 01:45:56.238627593,Closed,P2,Security,SIEM,SecOps,North America,HR,Expired certificate,4,25,0,9,1.11,9,8,7.26,7.26,0,18,0,2025-10,Security issue affecting SIEM in North America; priority P2; root cause: Expired certificate; team SecOps
INC003159,2026-01-31 22:09:49,2026-02-01 19:46:15.212281736,Closed,P3,Cloud,AWS,Platform Engineering,APAC,Operations,Node pressure,4,38,0,62,2.21,7,24,21.61,21.61,0,22,1,2026-01,Cloud issue affecting AWS in APAC; priority P3; root cause: Node pressure; team Platform Engineering
INC003160,2026-01-27 09:08:37,,Open,P3,Network,SD-WAN,Infra Operations,Europe,Sales,Routing drift,3,23,0,18,1.8,5,24,1118.86,,1,9,0,2026-01,Network issue affecting SD-WAN in Europe; priority P3; root cause: Routing drift; team Infra Operations
INC003161,2025-07-24 16:07:01,2025-07-25 11:32:33.898337221,Closed,P3,Security,Vulnerability Mgmt,IAM Operations,North America,Support,Expired certificate,1,9,0,45,1.79,7,24,19.43,19.43,0,16,0,2025-07,Security issue affecting Vulnerability Mgmt in North America; priority P3; root cause: Expired certificate; team IAM Operations
INC003162,2025-02-08 10:38:28,2025-02-11 07:55:11.655940543,Closed,P4,Cloud,Kubernetes,Platform Engineering,Europe,HR,Autoscaling lag,3,30,0,14,6.83,0,72,69.28,69.28,0,10,1,2025-02,Cloud issue affecting Kubernetes in Europe; priority P4; root cause: Autoscaling lag; team Platform Engineering
INC003163,2025-12-20 10:54:34,2025-12-22 07:14:49.547964921,Closed,P4,Database,MySQL,SRE,LATAM,Finance,Lock contention,1,34,0,10,5.91,2,72,44.34,44.34,0,10,1,2025-12,Database issue affecting MySQL in LATAM; priority P4; root cause: Lock contention; team SRE
INC003164,2025-10-09 01:21:13,2025-10-10 01:06:23.434539960,Closed,P3,Application,ERP,ERP Support,LATAM,Engineering,API timeout,0,18,0,16,0.0,6,24,23.75,23.75,0,1,0,2025-10,Application issue affecting ERP in LATAM; priority P3; root cause: API timeout; team ERP Support
INC003165,2025-01-14 13:01:08,2025-01-15 09:12:45.677493512,Closed,P3,Database,Oracle,SRE,LATAM,Sales,Replication lag,1,22,0,22,2.8,9,24,20.19,20.19,0,13,0,2025-01,Database issue affecting Oracle in LATAM; priority P3; root cause: Replication lag; team SRE
INC003166,2025-01-03 14:07:38,2025-01-05 04:15:37.418010043,Closed,P4,Cloud,VMware,CloudOps,North America,Finance,Autoscaling lag,0,17,0,7,6.33,6,72,38.13,38.13,0,14,0,2025-01,Cloud issue affecting VMware in North America; priority P4; root cause: Autoscaling lag; team CloudOps
INC003167,2025-12-06 13:08:39,2025-12-09 05:19:15.263780730,Closed,P4,Database,Oracle,SRE,Europe,HR,Replication lag,0,27,0,26,8.97,6,72,64.18,64.18,0,13,1,2025-12,Database issue affecting Oracle in Europe; priority P4; root cause: Replication lag; team SRE
INC003168,2025-09-27 12:09:04,2025-09-28 14:06:50.176449751,Closed,P3,Cloud,Kubernetes,SRE,North America,Finance,Autoscaling lag,1,26,0,26,2.47,3,24,25.96,25.96,1,12,1,2025-09,Cloud issue affecting Kubernetes in North America; priority P3; root cause: Autoscaling lag; team SRE
INC003169,2025-02-26 19:57:00,2025-03-01 13:22:58.783306254,Closed,P4,Database,MySQL,Platform Engineering,Europe,Operations,Replication lag,0,22,0,12,5.72,2,72,65.43,65.43,0,19,0,2025-02,Database issue affecting MySQL in Europe; priority P4; root cause: Replication lag; team Platform Engineering
INC003170,2025-01-14 00:20:31,,Open,P2,Security,Vulnerability Mgmt,IAM Operations,APAC,HR,Suspicious login pattern,2,24,0,49,0.51,7,8,10199.66,,1,0,0,2025-01,Security issue affecting Vulnerability Mgmt in APAC; priority P2; root cause: Suspicious login pattern; team IAM Operations
INC003171,2025-03-16 11:08:03,2025-03-16 18:56:59.586850029,Closed,P2,Database,MongoDB,Platform Engineering,Europe,Support,Lock contention,4,25,0,20,0.19,9,8,7.82,7.82,0,11,1,2025-03,Database issue affecting MongoDB in Europe; priority P2; root cause: Lock contention; team Platform Engineering
INC003172,2025-05-14 10:18:45,2025-05-14 15:37:09.748674674,Closed,P2,Security,Endpoint,IAM Operations,North America,Sales,Suspicious login pattern,3,27,0,48,0.0,7,8,5.31,5.31,0,10,0,2025-05,Security issue affecting Endpoint in North America; priority P2; root cause: Suspicious login pattern; team IAM Operations
INC003173,2025-08-02 05:20:54,2025-08-05 07:40:52.017538862,Closed,P4,Access,SSO,IAM Operations,Europe,Engineering,Mailbox sync error,0,33,1,9,6.57,2,72,74.33,74.33,1,5,1,2025-08,Access issue affecting SSO in Europe; priority P4; root cause: Mailbox sync error; team IAM Operations
INC003174,2025-02-18 03:02:14,2025-02-20 08:46:28.089499651,Closed,P4,Database,PostgreSQL,SRE,Europe,Operations,Slow queries,1,30,0,11,7.58,2,72,53.74,53.74,0,3,0,2025-02,Database issue affecting PostgreSQL in Europe; priority P4; root cause: Slow queries; team SRE
INC003175,2025-08-23 18:35:54,2025-08-24 21:21:15.264144577,Closed,P3,Application,CRM,ERP Support,North America,Sales,Cache inconsistency,2,36,0,14,2.61,3,24,26.76,26.76,1,18,1,2025-08,Application issue affecting CRM in North America; priority P3; root cause: Cache inconsistency; team ERP Support
INC003176,2025-04-15 15:00:51,2025-04-15 23:04:56.189898574,Closed,P2,Application,Billing,ERP Support,North America,Support,Cache inconsistency,4,26,0,48,0.91,4,8,8.07,8.07,1,15,0,2025-04,Application issue affecting Billing in North America; priority P2; root cause: Cache inconsistency; team ERP Support
INC003177,2026-03-02 15:17:11,2026-03-03 06:44:05.710549359,Closed,P3,Network,Firewall,Infra Operations,North America,HR,Capacity saturation,3,21,0,27,2.52,5,24,15.45,15.45,0,15,0,2026-03,Network issue affecting Firewall in North America; priority P3; root cause: Capacity saturation; team Infra Operations
INC003178,2025-11-21 08:41:57,2025-11-22 08:03:59.928518534,Closed,P3,Access,VPN Access,Service Desk,Europe,Support,Mailbox sync error,0,25,1,22,1.63,8,24,23.37,23.37,0,8,0,2025-11,Access issue affecting VPN Access in Europe; priority P3; root cause: Mailbox sync error; team Service Desk
INC003179,2025-01-31 18:41:31,2025-02-01 20:08:43.630974573,Closed,P3,Network,Firewall,NOC,APAC,Engineering,Capacity saturation,2,45,0,13,3.18,4,24,25.45,25.45,1,18,0,2025-01,Network issue affecting Firewall in APAC; priority P3; root cause: Capacity saturation; team NOC
INC003180,2025-02-19 00:10:58,2025-02-21 09:29:38.555844466,Closed,P4,Cloud,Azure,SRE,APAC,Support,Misconfigured deployment,2,24,0,4,6.38,4,72,57.31,57.31,0,0,0,2025-02,Cloud issue affecting Azure in APAC; priority P4; root cause: Misconfigured deployment; team SRE
INC003181,2025-12-14 11:06:19,2025-12-15 19:00:44.507575009,Closed,P3,Application,Billing,App Support,Europe,Engineering,Cache inconsistency,1,43,0,30,2.94,5,24,31.91,31.91,1,11,1,2025-12,Application issue affecting Billing in Europe; priority P3; root cause: Cache inconsistency; team App Support
INC003182,2025-04-24 00:26:47,2025-04-24 14:02:32.389445398,Closed,P2,Database,MySQL,Platform Engineering,Europe,Support,Replication lag,4,40,1,44,0.84,5,8,13.6,13.6,1,0,0,2025-04,Database issue affecting MySQL in Europe; priority P2; root cause: Replication lag; team Platform Engineering
INC003183,2025-03-25 15:55:38,2025-03-26 18:18:39.367429250,Closed,P3,Security,Endpoint,IAM Operations,Europe,Engineering,Policy misconfiguration,4,26,0,19,2.75,8,24,26.38,26.38,1,15,0,2025-03,Security issue affecting Endpoint in Europe; priority P3; root cause: Policy misconfiguration; team IAM Operations
INC003184,2025-03-17 18:38:40,2025-03-18 12:21:48.721883735,Closed,P3,Access,Privileged Access,IAM Operations,APAC,Engineering,SSO token issue,2,19,0,31,2.84,4,24,17.72,17.72,0,18,0,2025-03,Access issue affecting Privileged Access in APAC; priority P3; root cause: SSO token issue; team IAM Operations
INC003185,2025-03-06 03:11:38,2025-03-06 19:55:48.021538511,Closed,P3,Network,VPN,NetOps,APAC,Operations,Firewall rule error,0,19,0,7,1.86,2,24,16.74,16.74,0,3,0,2025-03,Network issue affecting VPN in APAC; priority P3; root cause: Firewall rule error; team NetOps
INC003186,2026-02-18 04:00:13,,Open,P2,Access,Privileged Access,EUC Support,North America,Operations,SSO token issue,4,33,0,20,0.69,11,8,596.0,,1,4,0,2026-02,Access issue affecting Privileged Access in North America; priority P2; root cause: SSO token issue; team EUC Support
INC003187,2025-11-16 05:08:44,,Open,P3,Application,CRM,ERP Support,North America,HR,API timeout,2,39,0,14,2.87,5,24,2850.85,,1,5,1,2025-11,Application issue affecting CRM in North America; priority P3; root cause: API timeout; team ERP Support
INC003188,2025-05-16 00:06:34,2025-05-16 19:28:01.685701577,Closed,P3,Network,LAN,NOC,LATAM,Operations,Capacity saturation,1,28,0,34,1.92,5,24,19.36,19.36,0,0,0,2025-05,Network issue affecting LAN in LATAM; priority P3; root cause: Capacity saturation; team NOC
INC003189,2025-09-14 13:58:29,2025-09-16 13:30:53.963214478,Closed,P4,Access,SSO,EUC Support,Europe,Operations,Permission mismatch,0,7,0,3,3.51,2,72,47.54,47.54,0,13,1,2025-09,Access issue affecting SSO in Europe; priority P4; root cause: Permission mismatch; team EUC Support
INC003190,2026-01-06 03:25:45,2026-01-07 00:19:45.512934543,Closed,P3,Security,SIEM,SOC,North America,Engineering,Suspicious login pattern,2,41,0,16,0.64,5,24,20.9,20.9,0,3,0,2026-01,Security issue affecting SIEM in North America; priority P3; root cause: Suspicious login pattern; team SOC
INC003191,2025-01-27 05:07:02,2025-01-28 02:17:48.578838225,Closed,P3,Access,Email Access,Service Desk,North America,Engineering,Provisioning delay,0,18,0,15,1.78,9,24,21.18,21.18,0,5,0,2025-01,Access issue affecting Email Access in North America; priority P3; root cause: Provisioning delay; team Service Desk
INC003192,2025-02-01 17:22:10,2025-02-02 09:58:10.363599718,Closed,P3,Security,IAM,IAM Operations,North America,Engineering,Suspicious login pattern,2,27,1,8,1.64,6,24,16.6,16.6,0,17,1,2025-02,Security issue affecting IAM in North America; priority P3; root cause: Suspicious login pattern; team IAM Operations
INC003193,2025-04-26 17:50:39,2025-04-29 17:07:46.880755633,Closed,P4,Database,MongoDB,DBA,LATAM,Engineering,Connection pool exhaustion,3,31,0,8,4.89,2,72,71.29,71.29,0,17,1,2025-04,Database issue affecting MongoDB in LATAM; priority P4; root cause: Connection pool exhaustion; team DBA
INC003194,2025-03-20 04:05:20,2025-03-23 11:20:21.947196884,Closed,P4,Security,SIEM,SOC,APAC,Engineering,Endpoint isolation event,0,27,1,16,5.36,5,72,79.25,79.25,1,4,0,2025-03,Security issue affecting SIEM in APAC; priority P4; root cause: Endpoint isolation event; team SOC
INC003195,2025-03-06 11:10:19,2025-03-07 14:31:31.801502215,Closed,P4,Security,Endpoint,SecOps,Europe,Operations,Suspicious login pattern,2,34,0,3,6.39,3,72,27.35,27.35,0,11,0,2025-03,Security issue affecting Endpoint in Europe; priority P4; root cause: Suspicious login pattern; team SecOps
INC003196,2025-07-05 10:02:26,2025-07-07 16:55:14.152695740,Closed,P4,Security,Endpoint,SOC,Europe,Support,Suspicious login pattern,1,25,0,9,2.45,2,72,54.88,54.88,0,10,1,2025-07,Security issue affecting Endpoint in Europe; priority P4; root cause: Suspicious login pattern; team SOC
INC003197,2025-03-25 20:10:06,2025-03-28 06:27:42.746564398,Closed,P4,Application,Middleware,Middleware Ops,North America,Sales,Cache inconsistency,1,41,0,6,4.24,4,72,58.29,58.29,0,20,0,2025-03,Application issue affecting Middleware in North America; priority P4; root cause: Cache inconsistency; team Middleware Ops
INC003198,2025-01-28 21:12:56,2025-01-30 21:22:58.457846985,Closed,P4,Database,MongoDB,DBA,APAC,Engineering,Replication lag,2,25,0,7,3.19,2,72,48.17,48.17,0,21,0,2025-01,Database issue affecting MongoDB in APAC; priority P4; root cause: Replication lag; team DBA
INC003199,2025-07-30 11:31:06,2025-07-31 03:56:35.636031618,Closed,P3,Access,VPN Access,Service Desk,Europe,Engineering,Mailbox sync error,5,10,0,28,2.31,3,24,16.42,16.42,0,11,0,2025-07,Access issue affecting VPN Access in Europe; priority P3; root cause: Mailbox sync error; team Service Desk
INC003200,2025-10-08 00:05:27,2025-10-08 03:36:19.498925392,Closed,P1,Cloud,Azure,Platform Engineering,North America,Operations,Autoscaling lag,5,20,0,87,0.0,8,4,3.51,3.51,0,0,0,2025-10,Cloud issue affecting Azure in North America; priority P1; root cause: Autoscaling lag; team Platform Engineering
INC003201,2025-06-08 10:03:07,2025-06-09 11:28:49.020402437,Closed,P3,Cloud,Kubernetes,Platform Engineering,APAC,HR,Misconfigured deployment,2,17,0,21,1.8,6,24,25.43,25.43,1,10,1,2025-06,Cloud issue affecting Kubernetes in APAC; priority P3; root cause: Misconfigured deployment; team Platform Engineering
INC003202,2025-07-10 11:51:44,2025-07-11 12:37:02.481567327,Closed,P3,Access,SSO,Service Desk,North America,Finance,Mailbox sync error,4,30,1,25,1.43,4,24,24.76,24.76,1,11,0,2025-07,Access issue affecting SSO in North America; priority P3; root cause: Mailbox sync error; team Service Desk
INC003203,2025-12-25 23:14:30,2025-12-27 01:56:58.362010024,Closed,P3,Application,Middleware,Middleware Ops,Europe,Operations,Release defect,3,36,0,10,3.99,3,24,26.71,26.71,1,23,0,2025-12,Application issue affecting Middleware in Europe; priority P3; root cause: Release defect; team Middleware Ops
INC003204,2026-02-20 05:37:10,2026-02-20 15:25:13.702578860,Closed,P2,Cloud,AWS,SRE,North America,Finance,Misconfigured deployment,3,14,0,44,0.89,10,8,9.8,9.8,1,5,0,2026-02,Cloud issue affecting AWS in North America; priority P2; root cause: Misconfigured deployment; team SRE
INC003205,2025-01-15 01:27:34,2025-01-15 22:06:15.894686903,Closed,P3,Access,SSO,IAM Operations,Europe,Support,SSO token issue,6,27,0,8,0.71,5,24,20.64,20.64,0,1,0,2025-01,Access issue affecting SSO in Europe; priority P3; root cause: SSO token issue; team IAM Operations
INC003206,2025-10-17 19:32:18,2025-10-17 22:26:41.613625463,Closed,P1,Security,Endpoint,IAM Operations,APAC,Finance,Suspicious login pattern,6,8,0,31,0.38,11,4,2.91,2.91,0,19,0,2025-10,Security issue affecting Endpoint in APAC; priority P1; root cause: Suspicious login pattern; team IAM Operations
INC003207,2025-11-14 20:30:39,2025-11-15 03:44:47.579312216,Closed,P2,Network,VPN,NetOps,North America,Sales,Firewall rule error,7,36,0,35,0.79,9,8,7.24,7.24,0,20,0,2025-11,Network issue affecting VPN in North America; priority P2; root cause: Firewall rule error; team NetOps
INC003208,2026-02-05 11:05:58,2026-02-05 18:15:54.768708891,Closed,P2,Database,Oracle,Platform Engineering,Europe,Support,Slow queries,7,31,0,80,0.4,11,8,7.17,7.17,0,11,0,2026-02,Database issue affecting Oracle in Europe; priority P2; root cause: Slow queries; team Platform Engineering
INC003209,2025-04-12 14:01:49,2025-04-13 12:05:56.799867522,Closed,P3,Access,SSO,IAM Operations,Europe,Finance,Mailbox sync error,1,11,0,28,3.89,8,24,22.07,22.07,0,14,1,2025-04,Access issue affecting SSO in Europe; priority P3; root cause: Mailbox sync error; team IAM Operations
INC003210,2025-09-14 10:45:39,2025-09-15 06:04:06.089085168,Closed,P3,Network,VPN,NOC,Europe,Engineering,Firewall rule error,3,13,0,13,2.95,7,24,19.31,19.31,0,10,1,2025-09,Network issue affecting VPN in Europe; priority P3; root cause: Firewall rule error; team NOC
INC003211,2026-01-23 16:33:04,2026-01-24 18:48:02.265585480,Closed,P3,Database,PostgreSQL,Platform Engineering,APAC,Operations,Replication lag,5,24,1,21,2.72,4,24,26.25,26.25,1,16,0,2026-01,Database issue affecting PostgreSQL in APAC; priority P3; root cause: Replication lag; team Platform Engineering
INC003212,2025-01-31 22:43:40,,Open,P1,Database,PostgreSQL,DBA,Europe,HR,Slow queries,6,32,0,169,0.36,6,4,9769.27,,1,22,0,2025-01,Database issue affecting PostgreSQL in Europe; priority P1; root cause: Slow queries; team DBA
INC003213,2025-03-16 05:32:42,,Open,P4,Network,VPN,NetOps,APAC,Finance,Capacity saturation,0,44,0,6,8.35,2,72,8730.45,,1,5,1,2025-03,Network issue affecting VPN in APAC; priority P4; root cause: Capacity saturation; team NetOps
INC003214,2025-09-12 20:23:23,2025-09-13 12:02:23.493523353,Closed,P3,Security,IAM,SOC,Europe,Sales,Expired certificate,2,18,0,8,1.75,8,24,15.65,15.65,0,20,0,2025-09,Security issue affecting IAM in Europe; priority P3; root cause: Expired certificate; team SOC
INC003215,2026-02-05 01:48:20,,Open,P1,Cloud,Kubernetes,CloudOps,APAC,Support,Autoscaling lag,10,45,0,64,0.06,17,4,910.19,,1,1,0,2026-02,Cloud issue affecting Kubernetes in APAC; priority P1; root cause: Autoscaling lag; team CloudOps
INC003216,2025-02-06 00:52:37,2025-02-07 22:47:53.151001977,Closed,P4,Cloud,AWS,CloudOps,APAC,Finance,Node pressure,0,32,0,8,5.65,1,72,45.92,45.92,0,0,0,2025-02,Cloud issue affecting AWS in APAC; priority P4; root cause: Node pressure; team CloudOps
INC003217,2026-01-31 06:19:25,,Open,P3,Cloud,VMware,Platform Engineering,North America,Engineering,Node pressure,5,35,0,25,3.21,3,24,1025.68,,1,6,1,2026-01,Cloud issue affecting VMware in North America; priority P3; root cause: Node pressure; team Platform Engineering
INC003218,2025-05-26 01:56:53,2025-05-27 04:03:14.063689744,Closed,P3,Cloud,Azure,CloudOps,APAC,Support,Storage latency,1,22,0,50,3.1,5,24,26.11,26.11,1,1,0,2025-05,Cloud issue affecting Azure in APAC; priority P3; root cause: Storage latency; team CloudOps
INC003219,2025-01-30 08:39:01,2025-02-01 04:12:18.485029756,Closed,P4,Cloud,AWS,SRE,North America,Engineering,Storage latency,1,12,0,12,7.05,2,72,43.55,43.55,0,8,0,2025-01,Cloud issue affecting AWS in North America; priority P4; root cause: Storage latency; team SRE
INC003220,2025-03-21 18:40:02,2025-03-22 05:52:27.684220013,Closed,P2,Application,CRM,Middleware Ops,LATAM,Finance,API timeout,6,30,0,34,0.47,9,8,11.21,11.21,1,18,0,2025-03,Application issue affecting CRM in LATAM; priority P2; root cause: API timeout; team Middleware Ops
INC003221,2025-12-10 05:28:37,,Open,P3,Cloud,Kubernetes,SRE,LATAM,Support,Misconfigured deployment,2,34,0,29,2.12,4,24,2274.52,,1,5,0,2025-12,Cloud issue affecting Kubernetes in LATAM; priority P3; root cause: Misconfigured deployment; team SRE
INC003222,2025-11-05 10:15:02,2025-11-07 19:27:12.561567059,Closed,P4,Access,VPN Access,Service Desk,LATAM,Sales,Provisioning delay,0,24,0,7,8.55,2,72,57.2,57.2,0,10,0,2025-11,Access issue affecting VPN Access in LATAM; priority P4; root cause: Provisioning delay; team Service Desk
INC003223,2025-11-18 03:10:10,2025-11-20 11:53:56.813762804,Closed,P4,Database,PostgreSQL,Platform Engineering,North America,Engineering,Lock contention,1,26,0,11,6.57,2,72,56.73,56.73,0,3,0,2025-11,Database issue affecting PostgreSQL in North America; priority P4; root cause: Lock contention; team Platform Engineering
INC003224,2026-01-13 00:48:18,2026-01-13 22:55:48.102233295,Closed,P3,Access,Email Access,Service Desk,North America,HR,Mailbox sync error,1,38,1,3,2.71,3,24,22.13,22.13,0,0,0,2026-01,Access issue affecting Email Access in North America; priority P3; root cause: Mailbox sync error; team Service Desk
INC003225,2025-08-10 01:25:56,2025-08-13 00:54:33.420940460,Closed,P4,Database,MySQL,SRE,North America,Support,Replication lag,1,12,0,9,10.55,5,72,71.48,71.48,0,1,1,2025-08,Database issue affecting MySQL in North America; priority P4; root cause: Replication lag; team SRE
INC003226,2025-03-03 12:07:25,2025-03-05 06:42:06.360162345,Closed,P4,Network,VPN,NetOps,Europe,Sales,Firewall rule error,0,24,0,6,6.44,2,72,42.58,42.58,0,12,0,2025-03,Network issue affecting VPN in Europe; priority P4; root cause: Firewall rule error; team NetOps
INC003227,2025-10-30 07:17:40,2025-11-01 05:55:12.714214413,Closed,P4,Access,Privileged Access,IAM Operations,North America,Support,SSO token issue,2,18,0,9,7.01,2,72,46.63,46.63,0,7,0,2025-10,Access issue affecting Privileged Access in North America; priority P4; root cause: SSO token issue; team IAM Operations
INC003228,2026-03-09 05:12:42,2026-03-09 09:17:16.905913364,Closed,P1,Access,VPN Access,EUC Support,APAC,Operations,Provisioning delay,4,14,1,67,0.36,10,4,4.08,4.08,1,5,0,2026-03,Access issue affecting VPN Access in APAC; priority P1; root cause: Provisioning delay; team EUC Support
INC003229,2025-10-26 13:38:08,2025-10-26 23:11:51.355222692,Closed,P2,Security,Endpoint,SecOps,North America,HR,Policy misconfiguration,0,15,1,21,0.91,6,8,9.56,9.56,1,13,1,2025-10,Security issue affecting Endpoint in North America; priority P2; root cause: Policy misconfiguration; team SecOps
INC003230,2025-10-31 20:58:21,2025-11-01 22:58:56.104415733,Closed,P3,Database,MongoDB,SRE,Europe,Operations,Slow queries,3,27,0,28,0.52,8,24,26.01,26.01,1,20,0,2025-10,Database issue affecting MongoDB in Europe; priority P3; root cause: Slow queries; team SRE
INC003231,2025-09-13 17:52:53,2025-09-15 15:54:45.532722233,Closed,P4,Network,VPN,NetOps,Europe,Sales,Routing drift,2,12,0,5,6.51,2,72,46.03,46.03,0,17,1,2025-09,Network issue affecting VPN in Europe; priority P4; root cause: Routing drift; team NetOps
INC003232,2025-06-06 19:34:32,2025-06-07 18:10:34.681709974,Closed,P3,Access,SSO,IAM Operations,North America,HR,SSO token issue,1,26,0,15,1.86,4,24,22.6,22.6,0,19,0,2025-06,Access issue affecting SSO in North America; priority P3; root cause: SSO token issue; team IAM Operations
INC003233,2025-06-21 10:39:20,2025-06-22 10:41:14.757061984,Closed,P3,Application,ERP,App Support,LATAM,Support,Cache inconsistency,2,29,0,13,1.52,8,24,24.03,24.03,1,10,1,2025-06,Application issue affecting ERP in LATAM; priority P3; root cause: Cache inconsistency; team App Support
